Fiyat,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Kimden,Orjinal,Lokal boyalı,Boyalı,Değişmiş,Belirtilmemiş,Üretim Yılı (İlk/Son),Sınıfı,Ortalama Kasko,Ortalama Trafik Sigortası,Silindir Sayısı,Tork,Maksimum Güç,Minimum Güç,Hızlanma (0-100),Maksimum Hız,Ortalama Yakıt Tüketimi,Şehir İçi Yakıt Tüketimi,Şehir Dışı Yakıt Tüketimi,Uzunluk,Genişlik,Yükseklik,Ağırlık,Boş Ağırlığı,Koltuk Sayısı,Bagaj Hacmi,Ön Lastik,Aks Aralığı
1.420.000TL,07 Mart 2026,Nissan,Qashqai,1.6 dCi Sky Pack,2018,165.000 km,Otomatik,Dizel,SUV,Gri,1598 cc,130 hp,Önden Çekiş,"4,7 lt",55 lt,2 boyalı,Galeriden,-,-,Sol Arka Kapı Sol Ön Kapı,-,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,2017 - 2018,H Segment,17.538TL,12.022TL,4.0,320 nm,4000 rpm,1750 rpm,"11,1 sn",183 km/s,"4,7 lt","5,3 lt","4,4 lt",4394 mm,1806 mm,1590 mm,2036 kg,1492 kg,5.0,401 lt,215/60 R17,2646.0
1.490.750TL,07 Mart 2026,Nissan,Qashqai,1.6 dCi Sky Pack,2018,168.989 km,Otomatik,Dizel,SUV,Beyaz,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,,,Tamamı orjinal,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
1.060.000TL,07 Mart 2026,Nissan,Qashqai,1.5 dCi Tekna,2014,245.000 km,Düz,Dizel,SUV,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,3 lokal boyalı,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Ön Tampon Arka Tampon,Sağ Arka Kapı Sağ Ön Kapı Sol Ön Çamurluk,-,-,-,,,,,,,,,,,,,,,,,,,,,,
1.265.000TL,07 Mart 2026,Nissan,X-Trail,1.6 dCi Platinum,2016,234.000 km,Otomatik,Dizel,SUV,Siyah,1598 cc,130 hp,Önden Çekiş,"5,1 lt",60 lt,"3 boyalı, 1 lokal boyalı",Galeriden,Arka Kaput Sol Arka Çamurluk Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Motor Kaputu Ön Tampon Arka Tampon,Sağ Arka Çamurluk,Sağ Arka Kapı Sağ Ön Çamurluk Sol Ön Çamurluk,-,-,2014 - 2015,I Segment,16.177TL,11.432TL,4.0,320 nm,4000 rpm,1750 rpm,"11,4 sn",180 km/s,"5,1 lt","5,8 lt","4,7 lt",4643 mm,1820 mm,1695 mm,2135 kg,1540 kg,7.0,550 lt,225/55 R19,2706.0
1.070.500TL,07 Mart 2026,Nissan,Juke,1.6 Skypack,2017,84.000 km,Otomatik,Benzin,Crossover,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,"3 boyalı, 1 lokal boyalı",Galeriden,Arka Kaput Sol Arka Çamurluk Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Sol Ön Çamurluk Ön Tampon Arka Tampon,Motor Kaputu,Sağ Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı,-,-,,,,,,,,,,,,,,,,,,,,,,
1.849.000TL,07 Mart 2026,Nissan,Navara,2.3 dCi 4x4,2021,96.900 km,Otomatik,Dizel,Hard top,Siyah,2298 cc,190 hp,4WD (Sürekli),"7,4 lt",80 lt,Tamamı orjinal,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2016 - 2022,K Segment,,,4.0,450 nm,3750 rpm,1500 rpm,"10,8 sn",180 km/s,"7,4 lt","9,1 lt","6,4 lt",5330 mm,1850 mm,1840 mm,3250 kg,2135 kg,5.0,,255/60 R18,3150.0
1.275.000TL,07 Mart 2026,Nissan,Qashqai,1.6 dCi Platinum Premium Pack,2017,170.000 km,Otomatik,Dizel,SUV,Beyaz,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,,,"3 değişen, 2 boyalı",Galeriden,Arka Kaput Sol Arka Çamurluk Tavan Sol Arka Kapı Sol Ön Kapı Sol Ön Çamurluk Ön Tampon Arka Tampon,-,Sağ Arka Çamurluk Sağ Ön Kapı,Sağ Arka Kapı Sağ Ön Çamurluk Motor Kaputu,-,,,,,,,,,,,,,,,,,,,,,,
1.350.000TL,06 Mart 2026,Nissan,Navara,2.3 dCi 4x4,2017,99.000 km,Otomatik,Dizel,Hard top,Beyaz,2298 cc,190 hp,4WD (Sürekli),"7,4 lt",80 lt,Tamamı orjinal,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2016 - 2022,K Segment,,,4.0,450 nm,3750 rpm,1500 rpm,"10,8 sn",180 km/s,"7,4 lt","9,1 lt","6,4 lt",5330 mm,1850 mm,1840 mm,3250 kg,2135 kg,5.0,,255/60 R18,3150.0
1.650.000TL,06 Mart 2026,Nissan,Navara,2.3 dCi 4x4,2016,118.000 km,Otomatik,Dizel,Hard top,Siyah,2298 cc,190 hp,4WD (Sürekli),"7,4 lt",80 lt,Tamamı orjinal,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2016 - 2022,K Segment,,,4.0,450 nm,3750 rpm,1500 rpm,"10,8 sn",180 km/s,"7,4 lt","9,1 lt","6,4 lt",5330 mm,1850 mm,1840 mm,3250 kg,2135 kg,5.0,,255/60 R18,3150.0
1.495.000TL,06 Mart 2026,Nissan,Navara,2.3 dCi 4x4,2020,185.000 km,Otomatik,Dizel,SUV,Beyaz,2001 - 2500 cm3,176 - 200 HP,AWD (Elektronik),,,Tamamı orjinal,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2.275.000TL,06 Mart 2026,Nissan,Qashqai,1.3 DIG-T N-Connecta,2024,18.000 km,Otomatik,Benzin,SUV,Kırmızı,1332 cc,158 hp,Önden Çekiş,"6,4 lt",55 lt,Tamamı orjinal,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,,H Segment,18.751TL,15.591TL,4.0,270 nm,5500 rpm,1800 rpm,"9,2 sn",199 km/s,"6,4 lt","7,9 lt","5,4 lt",4425 mm,1848 mm,1625 mm,1981 kg,1450 kg,5.0,449 lt,235/50 R19,2665.0
2.049.950TL,06 Mart 2026,Nissan,Qashqai,1.3 DIG-T Design Pack,2024,19.000 km,Yarı Otomatik,Hibrit,SUV,Gri,1332 cc,158 hp,Önden Çekiş,"6,4 lt",55 lt,Tamamı orjinal,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2021 - 2024,H Segment,15.528TL,11.457TL,4.0,270 nm,5500 rpm,1800 rpm,"9,2 sn",199 km/s,"6,4 lt","7,9 lt","5,4 lt",4425 mm,1848 mm,1625 mm,1981 kg,1450 kg,5.0,449 lt,235/55 R18,2665.0
1.775.000TL,06 Mart 2026,Nissan,Qashqai,1.3 DIG-T N-Design,2022,176.000 km,Otomatik,Benzin,SUV,Beyaz,1201 - 1400 cm3,151 - 175 HP,Önden Çekiş,,,Tamamı orjinal,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
2.090.000TL,06 Mart 2026,Nissan,Qashqai,1.5 e-Power Sky Pack,2023,63.000 km,Otomatik,Hibrit,SUV,Gri,1497 cc,190 hp,Önden Çekiş,"5,4 lt",55 lt,Tamamı orjinal,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2022 - 2024,H Segment,16.769TL,11.457TL,3.0,330 nm,5500 rpm,1800 rpm,"7,9 sn",170 km/s,"5,4 lt",,,4425 mm,1835 mm,1625 mm,2242 kg,1686 kg,5.0,452 lt,235/55 R18,2665.0
2.999.000TL,06 Mart 2026,Nissan,Qashqai,1.5 e-Power N-Design,2025,6.001 km,Otomatik,Hibrit,SUV,Kırmızı,1497 cc,190 hp,Önden Çekiş,"5,4 lt",55 lt,Tamamı orjinal,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2024 - 2025,H Segment,18.751TL,15.591TL,3.0,330 nm,5500 rpm,1800 rpm,"7,9 sn",170 km/s,"5,4 lt",,,4425 mm,1835 mm,1625 mm,2242 kg,1686 kg,5.0,452 lt,235/55 R18,2665.0
2.179.900TL,06 Mart 2026,Nissan,Qashqai,1.5 e-Power Sky Pack,2023,28.000 km,Otomatik,Hibrit,SUV,Beyaz,1497 cc,190 hp,Önden Çekiş,"5,4 lt",55 lt,Tamamı orjinal,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2022 - 2024,H Segment,16.769TL,11.457TL,3.0,330 nm,5500 rpm,1800 rpm,"7,9 sn",170 km/s,"5,4 lt",,,4425 mm,1835 mm,1625 mm,2242 kg,1686 kg,5.0,452 lt,235/55 R18,2665.0
925.000TL,06 Mart 2026,Nissan,Qashqai,1.5 dCi Visia,2012,158.000 km,Düz,Dizel,SUV,Beyaz,1461 cc,106 hp,Önden Çekiş,"5,4 lt",65 lt,Tamamı orjinal,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2008 - 2014,I Segment,13.348TL,13.286TL,4.0,240 nm,4000 rpm,2000 rpm,"12,2 sn",174 km/s,"5,4 lt","6,2 lt",5 lt,4315 mm,1780 mm,1615 mm,1930 kg,1407 kg,5.0,410 lt,215/65 R16,2630.0
765.000TL,06 Mart 2026,Nissan,Qashqai,1.5 dCi Tekna Pack,2010,228.000 km,Düz,Dizel,SUV,Siyah,1461 cc,110 hp,Önden Çekiş,"5,1 lt",65 lt,"2 değişen, 3 boyalı",Galeriden,Sağ Arka Çamurluk Sol Arka Çamurluk Sağ Ön Kapı Tavan Sol Arka Kapı Sağ Ön Çamurluk Ön Tampon Arka Tampon,-,Sağ Arka Kapı Sol Ön Kapı Motor Kaputu,Arka Kaput Sol Ön Çamurluk,-,2010 - 2012,H Segment,13.348TL,13.286TL,4.0,240 nm,4000 rpm,2000 rpm,"12,2 sn",177 km/s,"5,1 lt","5,9 lt","4,7 lt",4330 mm,1783 mm,1615 mm,1930 kg,1407 kg,5.0,410 lt,215/65 R16,2630.0
699.900TL,06 Mart 2026,Nissan,Qashqai,1.5 dCi Tekna,2011,287.000 km,Düz,Dizel,SUV,Siyah,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,2 boyalı,Galeriden,Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,Sağ Arka Çamurluk Sol Ön Kapı,-,-,,,,,,,,,,,,,,,,,,,,,,
1.595.000TL,06 Mart 2026,Nissan,Qashqai,1.5 dCi Sky Pack,2017,127.000 km,Düz,Dizel,SUV,Füme,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,Tamamı orjinal,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,
1.730.000TL,06 Mart 2026,Nissan,Qashqai,1.5 dCi Sky Pack,2020,78.000 km,Yarı Otomatik,Dizel,SUV,Mavi,1461 cc,115 hp,Önden Çekiş,4 lt,55 lt,1 lokal boyalı,Galeriden,Sağ Arka Çamurluk Arka Kaput Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,Sol Arka Çamurluk,-,-,-,2019 - 2021,H Segment,15.261TL,11.594TL,4.0,260 nm,3750 rpm,1750 rpm,13 sn,183 km/s,4 lt,"4,5 lt","3,8 lt",4394 mm,1806 mm,1590 mm,1945 kg,1400 kg,5.0,401 lt,215/60 R17,2646.0
1.730.000TL,06 Mart 2026,Nissan,Qashqai,1.5 dCi Sky Pack,2020,124.000 km,Yarı Otomatik,Dizel,SUV,Füme,1461 cc,115 hp,Önden Çekiş,4 lt,55 lt,3 boyalı,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Ön Kapı Tavan Sol Arka Kapı Sağ Ön Çamurluk Motor Kaputu Ön Tampon Arka Tampon,-,Sağ Arka Kapı Sol Ön Kapı Sol Ön Çamurluk,-,-,2019 - 2021,H Segment,15.261TL,11.594TL,4.0,260 nm,3750 rpm,1750 rpm,13 sn,183 km/s,4 lt,"4,5 lt","3,8 lt",4394 mm,1806 mm,1590 mm,1945 kg,1400 kg,5.0,401 lt,215/60 R17,2646.0
1.090.000TL,06 Mart 2026,Nissan,Juke,1.6 Tekna,2015,116.000 km,Otomatik,Benzin,Crossover,Mavi,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,3 boyalı,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Tavan Sol Arka Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,Sağ Arka Kapı Sağ Ön Kapı Sol Ön Kapı,-,-,,,,,,,,,,,,,,,,,,,,,,
955.000TL,06 Mart 2026,Nissan,Juke,1.6 Skypack,2015,205.000 km,Otomatik,Benzin,Crossover,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,5 lokal boyalı,Galeriden,Arka Kaput Tavan Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,Sağ Arka Çamurluk Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Sol Arka Kapı,-,-,-,,,,,,,,,,,,,,,,,,,,,,
710.000TL,06 Mart 2026,Nissan,Juke,1.5 dCi Tekna,2013,187.000 km,Düz,Dizel,Crossover,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,"3 boyalı, 2 lokal boyalı",Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Ön Tampon Arka Tampon,Sağ Ön Çamurluk Motor Kaputu,Sol Arka Kapı Sol Ön Kapı Sol Ön Çamurluk,-,-,,,,,,,,,,,,,,,,,,,,,,
1.695.000TL,06 Mart 2026,Nissan,Juke,1.0 DIG-T Platinum,2025,6.500 km,Yarı Otomatik,Benzin,SUV,Siyah,999 cc,115 hp,Önden Çekiş,"5,2 lt",46 lt,Tamamı orjinal,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2020 - 2024,B Segment,16.173TL,10.795TL,3.0,200 nm,5250 rpm,3000 rpm,"11,8 sn",180 km/s,"5,2 lt","5,9 lt","4,8 lt",4210 mm,1800 mm,1595 mm,,1187 kg,5.0,422 lt,225/45 R19,2636.0
1.550.000TL,06 Mart 2026,Nissan,Juke,1.0 DIG-T Platinum,2024,40.000 km,Yarı Otomatik,Benzin,SUV,Beyaz,999 cc,115 hp,Önden Çekiş,"5,2 lt",46 lt,Tamamı orjinal,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2020 - 2024,B Segment,16.173TL,10.795TL,3.0,200 nm,5250 rpm,3000 rpm,"11,8 sn",180 km/s,"5,2 lt","5,9 lt","4,8 lt",4210 mm,1800 mm,1595 mm,,1187 kg,5.0,422 lt,225/45 R19,2636.0
1.369.900TL,06 Mart 2026,Nissan,Qashqai,1.2 DIG-T Platinum Premium Pack,2016,105.000 km,Otomatik,Benzin,SUV,Beyaz,1197 cc,115 hp,Önden Çekiş,"5,6 lt",55 lt,Tamamı orjinal,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2015 - 2017,H Segment,17.977TL,11.521TL,4.0,165 nm,4500 rpm,2000 rpm,"12,9 sn",173 km/s,"5,6 lt","6,6 lt","5,1 lt",4379 mm,1800 mm,1590 mm,1880 kg,1332 kg,5.0,401 lt,215/65 R16,2646.0
1.490.000TL,06 Mart 2026,Nissan,Qashqai,1.2 DIG-T Visia,2016,18.500 km,Otomatik,Benzin,SUV,Beyaz,1197 cc,115 hp,Önden Çekiş,"5,6 lt",55 lt,Tamamı orjinal,Galeriden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,-,2014 - 2017,H Segment,18.918TL,11.501TL,4.0,165 nm,4500 rpm,2000 rpm,"12,9 sn",173 km/s,"5,6 lt","6,6 lt","5,1 lt",4379 mm,1800 mm,1590 mm,1880 kg,1332 kg,5.0,401 lt,215/65 R16,2646.0
485.000TL,06 Mart 2026,Nissan,Skystar,4x4,2012,330.000 km,Düz,Dizel,Hard top,Siyah,2488 cc,133 hp,4WD (Sürekli),8 lt,75 lt,Tamamı lokal boyalı,Galeriden,-,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,-,-,-,2010 - 2013,K Segment,,,4.0,304 nm,3600 rpm,2000 rpm,"13,3 sn",160 km/s,8 lt,"9,1 lt","7,4 lt",5180 mm,1825 mm,1720 mm,2630 kg,1690 kg,5.0,1070 lt,265/70 R16,2950.0
750.000TL,06 Mart 2026,Nissan,Qashqai,1.5 dCi Visia,2010,230.000 km,Düz,Dizel,SUV,Diğer,1461 cc,106 hp,Önden Çekiş,"5,4 lt",65 lt,3 boyalı,Sahibinden,-,-,Sağ Ön Kapı Sağ Ön Çamurluk Sol Ön Çamurluk,-,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Tavan Sol Arka Kapı Sol Ön Kapı Motor Kaputu Ön Tampon Arka Tampon,2008 - 2014,I Segment,13.348TL,13.286TL,4.0,240 nm,4000 rpm,2000 rpm,"12,2 sn",174 km/s,"5,4 lt","6,2 lt",5 lt,4315 mm,1780 mm,1615 mm,1930 kg,1407 kg,5.0,410 lt,215/65 R16,2630.0
1.730.000TL,06 Mart 2026,Nissan,Qashqai,1.5 dCi Sky Pack,2020,124.000 km,Yarı Otomatik,Dizel,SUV,Füme,1461 cc,115 hp,Önden Çekiş,4 lt,55 lt,3 boyalı,Galeriden,-,-,Sağ Arka Kapı Sol Ön Kapı Sol Ön Çamurluk,-,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Ön Kapı Tavan Sol Arka Kapı Sağ Ön Çamurluk Motor Kaputu Ön Tampon Arka Tampon,2019 - 2021,H Segment,15.261TL,11.594TL,4.0,260 nm,3750 rpm,1750 rpm,13 sn,183 km/s,4 lt,"4,5 lt","3,8 lt",4394 mm,1806 mm,1590 mm,1945 kg,1400 kg,5.0,401 lt,215/60 R17,2646.0
940.000TL,06 Mart 2026,Nissan,Qashqai,1.6 Tekna Pack,2012,120.000 km,Düz,Benzin,SUV,Beyaz,1598 cc,115 hp,Önden Çekiş,"6,7 lt",65 lt,"1 değişen, 1 lokal boyalı",Sahibinden,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Ön Tampon Arka Tampon,Sol Ön Çamurluk,-,Motor Kaputu,-,2010 - 2012,H Segment,13.348TL,13.508TL,4.0,156 nm,6000 rpm,4400 rpm,"11,8 sn",178 km/s,"6,7 lt","8,3 lt","5,6 lt",4330 mm,1783 mm,1615 mm,1830 kg,1297 kg,5.0,410 lt,215/55 R18,2630.0
1.360.000TL,06 Mart 2026,Nissan,Qashqai,1.5 dCi Sky Pack,2017,137.000 km,Düz,Dizel,SUV,Beyaz,1461 cc,110 hp,Önden Çekiş,"3,8 lt",55 lt,Belirtilmemiş,Sahibinden,-,-,-,-,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,2015 - 2017,H Segment,17.538TL,12.022TL,4.0,260 nm,4000 rpm,1750 rpm,"12,4 sn",180 km/s,"3,8 lt","4,2 lt","3,6 lt",4379 mm,1800 mm,1590 mm,1910 kg,1365 kg,5.0,401 lt,215/65 R16,2646.0
965.000TL,06 Mart 2026,Nissan,Qashqai,1.6 dCi Visia,2014,230.000 km,Otomatik,Dizel,SUV,Kahverengi,1598 cc,130 hp,Önden Çekiş,"4,6 lt",55 lt,"2 değişen, 5 boyalı",Sahibinden,Arka Kaput Sol Arka Çamurluk Tavan Motor Kaputu Ön Tampon Arka Tampon,-,Sağ Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Sol Arka Kapı Sol Ön Kapı,Sağ Ön Çamurluk Sol Ön Çamurluk,-,2014 - 2017,H Segment,18.918TL,11.055TL,4.0,320 nm,4000 rpm,1750 rpm,"10,7 sn",182 km/s,"4,6 lt","5,3 lt","4,2 lt",4379 mm,1800 mm,1590 mm,2005 kg,1461 kg,5.0,401 lt,215/65 R16,2646.0
825.000TL,06 Mart 2026,Nissan,Juke,1.5 dCi Tekna,2012,119.700 km,Düz,Dizel,SUV,Beyaz,1461 cc,110 hp,Önden Çekiş,"5,1 lt",46 lt,Belirtilmemiş,Sahibinden,-,-,-,-,Sağ Arka Çamurluk Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,2010 - 2013,B Segment,16.754TL,11.974TL,4.0,240 nm,4000 rpm,1750 rpm,"11,3 sn",175 km/s,"5,1 lt","6,1 lt","4,5 lt",4135 mm,1765 mm,1570 mm,1750 kg,1300 kg,5.0,251 lt,215/55 R17,2530.0
835.000TL,28 Şubat 2026,Nissan,Qashqai,1.6 Tekna,2011,205.000 km,Düz,LPG & Benzin,SUV,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,,,"2 boyalı, 1 lokal boyalı",Galeriden,Arka Kaput Sol Arka Çamurluk Sağ Arka Kapı Sağ Ön Kapı Tavan Sol Arka Kapı Sol Ön Kapı Sağ Ön Çamurluk Ön Tampon Arka Tampon,Motor Kaputu,Sağ Arka Çamurluk Sol Ön Çamurluk,-,-,,,,,,,,,,,,,,,,,,,,,,
1.465.000TL,28 Şubat 2026,Nissan,Navara,2.3 dCi 4x4,2016,170.000 km,Otomatik,Dizel,Hard top,Siyah,2298 cc,190 hp,4WD (Sürekli),"7,4 lt",80 lt,"2 boyalı, 1 lokal boyalı",Galeriden,Sağ Arka Çamurluk Arka Kaput Sağ Ön Kapı Tavan Sol Ön Kapı Sağ Ön Çamurluk Motor Kaputu Sol Ön Çamurluk Ön Tampon Arka Tampon,Sol Arka Çamurluk,Sağ Arka Kapı Sol Arka Kapı,-,-,2016 - 2022,K Segment,,,4.0,450 nm,3750 rpm,1500 rpm,"10,8 sn",180 km/s,"7,4 lt","9,1 lt","6,4 lt",5330 mm,1850 mm,1840 mm,3250 kg,2135 kg,5.0,,255/60 R18,3150.0
